text,video_path,num_frames,width,height,masks_path,videoid,box_path
"A person stands indoors, gesturing with crossed arms, in a room with sunlit windows and an ascending staircase in the background.",./videos/10265185.mp4,620,1920,1012,./masks/10265185,10265185,./boxs/10265185
 close up of a shirtless man climbing a rock,./videos/17270795.mp4,380,1920,1080,./masks/17270795,17270795,./boxs/17270795
 sun behind clouds over sea,./videos/11354359.mp4,404,1920,1080,./masks/11354359,11354359,./boxs/11354359
 ground covered in pink petals,./videos/15261517.mp4,251,606,1080,./masks/15261517,15261517,./boxs/15261517
"A person with dreadlocks stands under a cloudy sky, wearing a light-colored jacket, imparting a sense of stillness and poise.",./videos/10133009.mp4,548,1920,1012,./masks/10133009,10133009,./boxs/10133009
 man doing tricks with basketball with his brother,./videos/10396762.mp4,177,1920,1012,./masks/10396762,10396762,./boxs/10396762
 a woman taking a picture of herself with a camera while wearing a facial mask,./videos/10159427.mp4,245,1920,1012,./masks/10159427,10159427,./boxs/10159427
 school of fish in aquarium,./videos/10106714.mp4,155,1920,1080,./masks/10106714,10106714,./boxs/10106714
"Two giant anteaters are seen marching across a mossy log, with their long snouts sniffing the ground.",./videos/14538248.mp4,233,1920,1080,./masks/14538248,14538248,./boxs/14538248
"The rocky cliff face stands tall and rugged against a bright blue sky, dotted with fluffy white clouds.",./videos/15474458.mp4,788,1920,1080,./masks/15474458,15474458,./boxs/15474458
 sea view from a cliff on sao miguel island,./videos/11600665.mp4,308,1920,1080,./masks/11600665,11600665,./boxs/11600665
"The sun shines brightly above a white marble mausoleum with intricate designs, as it sits peacefully under a clear blue sky.",./videos/18186323.mp4,540,606,1080,./masks/18186323,18186323,./boxs/18186323
 a car on a race track,./videos/10739085.mp4,376,1920,1080,./masks/10739085,10739085,./boxs/10739085
 a man braiding a woman s hair while sitting in a meadow,./videos/10435619.mp4,1386,1920,1012,./masks/10435619,10435619,./boxs/10435619
 woman dancing with fabric waving in wind,./videos/10570819.mp4,240,1920,1012,./masks/10570819,10570819,./boxs/10570819
 white pelican on a rock,./videos/12715041.mp4,700,568,1080,./masks/12715041,12715041,./boxs/12715041
 river in kyiv,./videos/12399500.mp4,729,1920,1080,./masks/12399500,12399500,./boxs/12399500
 people riding a ferry boat,./videos/2894886.mp4,623,1920,1080,./masks/2894886,2894886,./boxs/2894886
 close up of a person mixing shaving cream and acrylic ink,./videos/10474621.mp4,311,1920,1080,./masks/10474621,10474621,./boxs/10474621
"A child dressed in traditional attire lies on a vibrant, patterned blanket, with a colorful backdrop and a flute by their side.",./videos/19155434.mp4,1187,606,1080,./masks/19155434,19155434,./boxs/19155434
"A person in a white shirt and black patterned pants stands near the entrance of 'Secrets Nightroom' as another, in motion, gestures with their hand to the side.",./videos/18156329.mp4,229,606,1080,./masks/18156329,18156329,./boxs/18156329
 scenic sunset sky over city,./videos/10751172.mp4,423,1920,1080,./masks/10751172,10751172,./boxs/10751172
 fountain with steaming hot water,./videos/1849430.mp4,437,1920,1080,./masks/1849430,1849430,./boxs/1849430
"Aerial view of a bustling cityscape with tall skyscrapers, various architectural designs, and streets lined with cars in motion.",./videos/13764216.mp4,406,1920,1080,./masks/13764216,13764216,./boxs/13764216
An aerial view of a curvy road with white dashed lines snaking above the water with a few cars in motion.,./videos/16019959.mp4,98,1920,1080,./masks/16019959,16019959,./boxs/16019959
A white airplane with four propellers is flying through a blue sky with scattered clouds.,./videos/11578014.mp4,163,1920,1080,./masks/11578014,11578014,./boxs/11578014
"A basketball player dribbles on an outdoor court, their shadow cast long by the sun.",./videos/15858004.mp4,573,1920,1080,./masks/15858004,15858004,./boxs/15858004
A person in swimwear steps down towards a shimmering pool beside a modern wooden structure amidst a tranquil forest setting.,./videos/10500936.mp4,319,606,1080,./masks/10500936,10500936,./boxs/10500936
 women in religion costumes against white background,./videos/10293912.mp4,1029,1920,1012,./masks/10293912,10293912,./boxs/10293912
 brown horses on farm,./videos/13519428.mp4,252,1920,1080,./masks/13519428,13519428,./boxs/13519428
 pregnant woman having an ultrasound,./videos/14939809.mp4,190,1920,1080,./masks/14939809,14939809,./boxs/14939809
 tree swaying on huge wind and rain,./videos/1254570.mp4,390,1920,1080,./masks/1254570,1254570,./boxs/1254570
 a young girl smelling small flowers,./videos/10601163.mp4,997,1920,1012,./masks/10601163,10601163,./boxs/10601163
 a businesswoman using a laptop,./videos/17716392.mp4,130,606,1080,./masks/17716392,17716392,./boxs/17716392
 a woman standing in front of an old church,./videos/15365130.mp4,180,606,1080,./masks/15365130,15365130,./boxs/15365130
 a woman standing in front of a religious icon in a church,./videos/10612149.mp4,318,1920,1012,./masks/10612149,10612149,./boxs/10612149
 a girl staring at the devil s cauldron waterfall in ecuador,./videos/15739014.mp4,89,1920,1080,./masks/15739014,15739014,./boxs/15739014
 mujer caminando junto a piscina,./videos/19284800.mp4,138,606,1080,./masks/19284800,19284800,./boxs/19284800
 3d render of dinosaurs underwater,./videos/12092765.mp4,530,1920,1080,./masks/12092765,12092765,./boxs/12092765
 food landscape man people,./videos/15365069.mp4,98,606,1080,./masks/15365069,15365069,./boxs/15365069
 close up on dog during shower,./videos/10914654.mp4,314,606,1080,./masks/10914654,10914654,./boxs/10914654
"A group of people relaxes outside shipping container offices on a sandy terrain, with one person sitting on a green inflatable chair.",./videos/13971228.mp4,882,1920,1080,./masks/13971228,13971228,./boxs/13971228
 cat playing with branch,./videos/10700674.mp4,813,1920,1080,./masks/10700674,10700674,./boxs/10700674
 carpenter making cricket bat,./videos/17294970.mp4,1008,1920,1080,./masks/17294970,17294970,./boxs/17294970
"A scuba diver glides through the deep blue ocean, bubbles trailing behind from their breathing apparatus.",./videos/14549867.mp4,329,1280,720,./masks/14549867,14549867,./boxs/14549867
 close up on eyebrow make up,./videos/10491734.mp4,414,1920,1080,./masks/10491734,10491734,./boxs/10491734
"A snorkeler floats underwater, observing a large sea turtle gliding gracefully through the clear blue ocean, surrounded by coral formations.",./videos/17968559.mp4,442,1920,1078,./masks/17968559,17968559,./boxs/17968559
 two teenagers smiling while looking at a smartphone screen,./videos/13929574.mp4,240,606,1080,./masks/13929574,13929574,./boxs/13929574
 clear sky over waterfall in forest,./videos/11500789.mp4,252,606,1080,./masks/11500789,11500789,./boxs/11500789
"The aerial view shows a coastal city with a curving peninsula, surrounded by fluffy white clouds floating above the deep blue sea.",./videos/13055420.mp4,940,606,1080,./masks/13055420,13055420,./boxs/13055420
 fountain on a lake,./videos/1128357.mp4,210,1920,1080,./masks/1128357,1128357,./boxs/1128357
 man drinking with sunset background,./videos/1899146.mp4,255,1920,1080,./masks/1899146,1899146,./boxs/1899146
"A close-up shot of a gaming headset with a blue and green LED light strip, resting on a dark surface.",./videos/15922794.mp4,320,1920,1080,./masks/15922794,15922794,./boxs/15922794
 wetland at the edge of forest,./videos/11298654.mp4,773,1920,1080,./masks/11298654,11298654,./boxs/11298654
 video of train traveling,./videos/1223363.mp4,277,1280,720,./masks/1223363,1223363,./boxs/1223363
"A hand holding a phone captures an image of a patchwork quilt displayed in a garden, surrounded by lush green grass and shrubs.",./videos/18516731.mp4,76,606,1080,./masks/18516731,18516731,./boxs/18516731
"A child in striped pajamas sits on a vanity while holding a pink heart, as a person in a white robe gently adjusts a head wrap beside her amidst a brightly-lit room with reflective surfaces.",./videos/10566362.mp4,383,606,1080,./masks/10566362,10566362,./boxs/10566362
 a man talking to his partner while cooking breakfast,./videos/13324083.mp4,240,606,1080,./masks/13324083,13324083,./boxs/13324083
 woman skateboarding in skate park,./videos/10120996.mp4,679,1920,1012,./masks/10120996,10120996,./boxs/10120996
A view of the lush green forest from the side mirror of a car driving on a clear sunny day.,./videos/18465904.mp4,136,606,1080,./masks/18465904,18465904,./boxs/18465904
 a female model and a male photographer working together,./videos/10261164.mp4,488,568,1080,./masks/10261164,10261164,./boxs/10261164
"A pod of stingrays glides gracefully through crystal-clear waters, their wing-like fins undulating in a mesmerizing dance among the coral reefs.",./videos/17361078.mp4,680,1920,1080,./masks/17361078,17361078,./boxs/17361078
 drone video of ancient ruins at koh ker cambodia,./videos/15444649.mp4,275,1920,1080,./masks/15444649,15444649,./boxs/15444649
 man sitting in blinking lights,./videos/14530276.mp4,132,606,1080,./masks/14530276,14530276,./boxs/14530276
 woman in shirt and hat,./videos/12271183.mp4,110,1920,1080,./masks/12271183,12271183,./boxs/12271183
"A person is standing in green lighting that casts a shadow behind, wearing a button-up shirt.",./videos/12684073.mp4,276,606,1080,./masks/12684073,12684073,./boxs/12684073
"A fleet of snow-covered fishing boats are docked at a harbor, with seagulls floating on the calm sea under a cloudy sky.",./videos/11452408.mp4,300,606,1080,./masks/11452408,11452408,./boxs/11452408
"A close-up of fingers plucking the strings of an orange classical guitar, creating a melody.",./videos/17366143.mp4,131,606,1080,./masks/17366143,17366143,./boxs/17366143
A brown puppy relaxes on a concrete floor with a majestic mountain landscape in the background.,./videos/18432483.mp4,500,606,1080,./masks/18432483,18432483,./boxs/18432483
 view of the cityscape from windows of a high rise building,./videos/3029468.mp4,253,1920,1080,./masks/3029468,3029468,./boxs/3029468
 a sandpiper by a body of water,./videos/15591254.mp4,317,1920,1080,./masks/15591254,15591254,./boxs/15591254
 piscina en medio del desierto,./videos/16135741.mp4,161,1920,1080,./masks/16135741,16135741,./boxs/16135741
"A person in a white shirt stands against a graffiti-scribbled wall, hair gently tousled by the breeze.",./videos/10132622.mp4,624,1920,1012,./masks/10132622,10132622,./boxs/10132622
 a doctor checking a person s tendon reflexes,./videos/14936277.mp4,331,1920,1080,./masks/14936277,14936277,./boxs/14936277
 women performing in outdoors at sunset,./videos/10570848.mp4,678,1920,1012,./masks/10570848,10570848,./boxs/10570848
 female vendors selling street foods by the river,./videos/15231945.mp4,456,1280,720,./masks/15231945,15231945,./boxs/15231945
 aerial footage of the coastal city of lima peru,./videos/15809948.mp4,204,1920,1080,./masks/15809948,15809948,./boxs/15809948
 blond hippie lighting cigarette,./videos/10406325.mp4,962,1920,1012,./masks/10406325,10406325,./boxs/10406325
 worshippers walking by a graveyard near a mosque at sunset,./videos/13348499.mp4,960,1920,1080,./masks/13348499,13348499,./boxs/13348499
 hands on book pages,./videos/13011463.mp4,2723,1280,720,./masks/13011463,13011463,./boxs/13011463
 a lumberman cutting firewood with a chainsaw,./videos/15526303.mp4,499,1920,1080,./masks/15526303,15526303,./boxs/15526303
 drone footage of a stone staircase in a park,./videos/15197032.mp4,1024,1920,1080,./masks/15197032,15197032,./boxs/15197032
"A squirrel sits in the grass with a nut, its dexterous paws holding the snack as it nibbles away.",./videos/18531171.mp4,3489,606,1080,./masks/18531171,18531171,./boxs/18531171
 time lapse video of waterfalls,./videos/1147261.mp4,295,1280,720,./masks/1147261,1147261,./boxs/1147261
"A person in a white shirt reaches out while a rope swings by, set against a backdrop of a festively decorated home with others observing.",./videos/10037771.mp4,533,1920,1012,./masks/10037771,10037771,./boxs/10037771
A person in a gray jumpsuit and yellow boots uses a shovel to move grain from a pile into a wheelbarrow in a rural setting with buildings in the background.,./videos/16128476.mp4,1282,1920,1080,./masks/16128476,16128476,./boxs/16128476
 man working with axe among plants,./videos/10945272.mp4,594,606,1080,./masks/10945272,10945272,./boxs/10945272
"Cyclists and pedestrians navigate a bustling street adorned with colorful lanterns, flanked by shops and tangled power lines under a clear sky.",./videos/15815622.mp4,92,1280,720,./masks/15815622,15815622,./boxs/15815622
 punk couple kissing in bar,./videos/10178864.mp4,555,568,1080,./masks/10178864,10178864,./boxs/10178864
"Amidst overgrown grass and foliage, a tranquil urban landscape is visible with multi-story buildings against a blue sky scattered with clouds.",./videos/16668133.mp4,236,606,1080,./masks/16668133,16668133,./boxs/16668133
 a beautiful woman with braided hair,./videos/10285703.mp4,1665,1920,1012,./masks/10285703,10285703,./boxs/10285703
 aerial view of low clouds over a mountain village,./videos/15100722.mp4,197,1920,1080,./masks/15100722,15100722,./boxs/15100722
 commuter walking through subway turnstile,./videos/10532846.mp4,117,1920,1080,./masks/10532846,10532846,./boxs/10532846
 close up of a person opening a cosmetic product,./videos/12322735.mp4,293,1920,1080,./masks/12322735,12322735,./boxs/12322735
 stones on beach,./videos/10834884.mp4,780,606,1080,./masks/10834884,10834884,./boxs/10834884
 time lapse of snow covered mountains by the sea,./videos/11709327.mp4,223,1920,1080,./masks/11709327,11709327,./boxs/11709327
"Two individuals sit on stairs, one holding a bottle, with an air of contemplation in a dimly lit corridor.",./videos/10579037.mp4,1209,1920,1012,./masks/10579037,10579037,./boxs/10579037
The image depicts a close-up view of a skilled potter's hand carving intricate designs onto a piece of wet brown clay pottery.,./videos/12026480.mp4,158,1920,1080,./masks/12026480,12026480,./boxs/12026480
